what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101648434
activated,editor,net.sourceforge.texlipse,1.4.0,"net.sourceforge.texlipse.TexEditor",1297101654616
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297101659969
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297101662423
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101665778
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101672170
activated,editor,net.sourceforge.texlipse,1.4.0,"net.sourceforge.texlipse.TexEditor",1297101675901
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297101697279
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297101699006
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101702398
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101710520
activated,editor,net.sourceforge.texlipse,1.4.0,"net.sourceforge.texlipse.TexEditor",1297101712238
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297101714745
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297101717186
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101720535
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101738397
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101741847
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101751435
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101754990
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101816966
activated,editor,net.sourceforge.texlipse,1.4.0,"net.sourceforge.texlipse.TexEditor",1297101818475
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.textEnd",1297101851443
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297101854180
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297101857987
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101861406
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101881593
activated,editor,net.sourceforge.texlipse,1.4.0,"net.sourceforge.texlipse.TexEditor",1297101884088
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1297101890196
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1297101893310
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101909567
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101914587
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297101915914
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297101917677
