what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099831494
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297099832623
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099835021
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099835924
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297099848903
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099849734
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099854180
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1297099857270
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297099859332
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1297099869163
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099870990
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099877433
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297099878669
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1297099887170
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1297099887491
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1297099889927
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1297099891649
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099892782
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099897189
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297099898406
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297099916516
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297099933745
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1297099938337
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297099941620
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099944799
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099950425
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1297099953813
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297099954330
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1297099970137
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1297099970683
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1297099973094
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297099974234
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099974976
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099979390
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1297099981879
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1297099983189
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297099983640
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297099991082
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297099994508
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297099997848
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297100027188
activated,editor,net.sourceforge.texlipse,1.4.0,"net.sourceforge.texlipse.TexEditor",1297100031767
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297100034575
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297100047981
